Country,Code,Year,Life Ladder,Log GDP Per Capita,Social Support,Health Life Expectancy,Freedom,Generosity,Corruption,Country Code,electricity,Gross savings,Inflation,Primary completion rate,Renewable electricity,Renewable energy consumption,preprimary_education,primary_education,secondary_eductaion,undernourishment,population below poverty line ,drinking water services,Unemployment male rate,Unemployment women rate,Income Classification,Internet services,Life expectancy birth,Population,Rural population,Urban population
Peru,PER,2006,4.810845375,8.979471207,0.874649584,66.45999908,0.667579174,-0.073277101,0.895347834,PER,80.157275,23.32665637,2.002258012,99.45909119,73.29483149,38.69670105,65.09153748,113.9145279,84.73117828,15.7,13.5,93.46857671,7.874074074,9.485264133,Lower-middle income,20.7,73.222,28102055,24.579,75.421
Philippines,PHL,2006,4.669945717,8.561695099,0.795313299,61.36000061,0.828273118,0.06099581,0.841298819,PHL,80.18,37.22820709,5.485232068,91.1213913,36.02838878,32.59949875,41.61740112,103.9451904,81.27030945,14,14.4,88,3.9,4.3,Lower-middle income,5.740586325,69.233,87888675,54.375,45.625
Portugal,PRT,2006,5.405246258,10.35852814,0.905289888,68.33999634,0.882068098,-0.182437301,0.880059004,PRT,100,12.78263707,3.107665459,91.28074342,32.36577734,22.33320045,81.08654785,118.0026016,98.49389648,12.7760176,0.1,99,6.5,8.9,High income,38.01,78.4195122,10522288,41.863,58.137
Russia,RUS,2006,4.963742733,9.987711906,0.894707382,58.74000168,0.643388212,-0.309966475,0.935101748,RUS,100,30.66087609,9.668654548,91.28074342,17.49382461,3.483099937,70.1467514,94.99945831,82.70760345,12.7760176,0.5,96,7.4,6.7,Upper-middle income,18.02327746,66.72756098,143049637,26.492,73.508
Rwanda,RWA,2006,4.21470356,7.086945057,0.717583358,53.5,0.915480852,-0.002299078,0.298643529,RWA,11.07782459,22.29355488,8.882826548,91.28074342,22.49560633,90.58989716,62.93905588,142.5975342,18.38142967,33.7,4.732528736,93.46857671,7.874074074,9.485264133,Low income,43.1947021,57.083,9043342,83.083,16.917
Senegal,SEN,2006,4.417352676,7.929926872,0.760252059,55.5,0.735723555,-0.056021299,0.805329144,SEN,49.9,13.70672301,2.112285839,49.19889832,11.84911849,44.18909836,9.157990456,80.02203369,24.17818069,15.5,4.732528736,67,7.9,13.6,Low income,5.611738652,61.365,11382272,57.876,42.124
Sierra Leone,SLE,2006,3.628185034,7.134282589,0.561355948,46.27999878,0.679001093,0.099506438,0.836166084,SLE,12.33391953,5.508843954,5.081150938,91.28074342,10.19417476,84.36959839,62.93905588,103.8314319,85.87845777,43.7,4.732528736,93.46857671,7.874074074,9.485264133,Low income,0.227669467,45.517,5829240,62.697,37.303
Singapore,SGP,2006,6.462702751,11.16699886,0.904328883,71.58000183,0.756873548,0.133671299,0.750439852,SGP,100,48.16854371,0.962901778,91.28074342,1.209370722,0.51789999,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,100,4.1,4.9,High income,59,80.14146341,4401365,0,100
Slovakia,SVK,2006,5.264676571,9.986261368,0.953579247,65.62000275,0.542479694,-0.051252428,0.945731282,SVK,100,23.00453023,4.483331204,93.22329712,15.36910819,6.566999912,94.01856995,100.5884628,92.68424225,5.6,0.2,98,12.3,14.7,Upper-middle income,56.08,74.20487805,5373054,44.588,55.412
Slovenia,SVN,2006,5.811264515,10.39857197,0.936075211,68.55999756,0.935824215,0.038996208,0.707797885,SVN,100,28.42961124,2.457924442,91.28074342,24.49884221,14.41469955,82.27455139,101.8475189,96.97823334,12.7760176,0.1,100,4.9,7.2,High income,54.01,78.08658537,2006868,48.242,51.758
South Africa,ZAF,2006,5.083986759,9.455392838,0.913030207,46,0.648762882,-0.091893308,0.750439852,ZAF,80.7,17.23362684,3.243901675,91.28074342,1.267684801,10.75739956,62.93905588,106.2500916,90.6488266,3.5,4.732528736,88,22.6,35.9,Upper-middle income,7.607139675,53.795,48489464,39.923,60.077
South Korea,KOR,2006,5.332177639,10.30863667,0.775498927,70.01999664,0.71524173,-0.055842292,0.798615158,KOR,100,32.89055346,2.241847104,99.13932037,0.99883163,0.948700011,62.93905588,101.738472,95.80760193,12.7760176,0.2,99,3.9,3,High income,78.1,78.66829268,48438292,18.472,81.528
Sri Lanka,LKA,2006,4.344610691,8.945660591,0.863598704,62.27999878,0.723847628,0.057247881,0.837784767,LKA,82.05,22.68688149,10.02018361,100.1955872,49,62.17839813,62.93905588,98.90337372,85.87845777,14.1,4.4,84,4.7,9.7,Lower-middle income,2.537566129,74.904,19695977,81.712,18.288
Palestine,PSE,2006,4.716387749,8.201192856,0.817945421,61.77999878,0.546506464,-0.002299078,0.857823968,PSE,99.7,1.204736496,3.842341256,91.28074342,0,18.08410072,34.21144104,87.16483307,90.80476379,12.7760176,0.3,93,20.2,13,Lower-middle income,18.41,72.203,3406334,26.724,73.276
Switzerland,CHE,2006,7.473252773,11.06919479,0.951352119,71.16000366,0.91895771,0.284541279,0.407931417,CHE,100,40.9118093,1.059509283,93.9294281,51.72685722,18.06669998,100.2909927,101.9868469,96.02689362,12.7760176,0,100,3.4,4.7,High income,75.7,81.4902439,7483934,26.496,73.504
Tajikistan,TJK,2006,4.613099098,7.590978146,0.723840773,60.5,0.701759934,-0.092669666,0.768155158,TJK,98.6686554,37.05352992,10.01086519,105.3782806,98.61824624,61.56909943,9.238820076,100.5218277,81.0205307,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,3.772406207,66.771,6922590,73.488,26.512
Tanzania,TZA,2006,3.922484159,7.459784985,0.782916188,50.75999832,0.786858559,-0.02690478,0.649104774,TZA,14.55442524,27.41915215,7.250972621,71.94429779,41.67633411,89.52200317,27.85074997,109.03759,85.87845777,30.2,4.732528736,37,2.1,4.4,Low income,1.3,55.119,39548666,74.522,25.478
Thailand,THA,2006,5.88543272,9.45248127,0.894326627,66.37999725,0.863195002,0.328907818,0.934745491,THA,99.14620148,30.44514926,4.63747436,91.28074342,6.917155584,20.68930054,62.93905588,101.8130722,74.1841507,10.6,0.7,96,1.3,1.1,Lower-middle income,17.16071472,72.499,65812540,61.327,38.673
Togo,TGO,2006,3.202429295,7.341597557,0.435413569,50.24000168,0.628228486,-0.026758458,0.849971652,TGO,27.9,11.92959899,2.228977794,75.4973526,42.53393665,79.66190338,3.813189983,117.7463837,48.39144897,27.2,56.5,53,4.3,4.2,Low income,2,55.052,5762881,64.351,35.649
Trinidad and Tobago,TTO,2006,5.832188606,10.17208767,0.886789143,61.77999878,0.840088725,0.141344205,0.917428493,TTO,100,22.29355488,8.329603515,91.28074342,0.625869263,0.54549998,62.93905588,103.8314319,85.87845777,10.5,4.732528736,94,4.5,8.7,High income,30.00374858,70.952,1302552,45.221,54.779
Uganda,UGA,2006,3.733583927,7.370232105,0.760255516,48.74000168,0.746722817,-0.042478558,0.80658859,UGA,9,17.52091331,7.310676136,91.28074342,76.67079208,93.81710052,62.93905588,121.5871811,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,2.529363038,52.784,28571475,82.575,17.425
Ukraine,UKR,2006,4.803954124,9.414028168,0.852453351,60.91999817,0.623814106,-0.262653708,0.929431498,UKR,100,24.5360839,9.052524911,104.3438721,6.686746053,1.753800035,87.19780731,100.0811462,96.84503937,12.7760176,0.1,97,7,6.6,Lower-middle income,4.506124564,68.07756098,46787786,32.031,67.969
United Arab Emirates,ARE,2006,6.734221935,11.43305492,0.903410435,64.86000061,0.89755702,-0.042062353,0.203358769,ARE,100,22.29355488,5.081150938,91.28074342,0,0.117399998,80.32286835,103.8314319,85.87845777,9.2,4.732528736,93.46857671,7.874074074,9.485264133,High income,52,75.573,5300172,17.352,82.648
United States,USA,2006,7.18179369,10.92078495,0.964571774,66.77999878,0.911496103,-0.002299078,0.600308657,USA,100,19.32369952,3.225944101,91.28074342,9.244631183,6.396699905,62.93905588,102.2010422,94.73130035,12.7760176,1,99,4.6,4.6,High income,68.93119327,77.68780488,298379912,19.901,80.099
Uruguay,URY,2006,5.785868168,9.629241943,0.911876857,66.77999878,0.806579232,-0.122032814,0.476627111,URY,98.505426,16.49908537,6.397649744,99.69513702,64.87448816,37.60020065,95.21479034,115.7001495,100.8624115,3.7,0.5,98,8.2,14.1,Upper-middle income,29.4,76.046,3325403,6.447,93.553
Uzbekistan,UZB,2006,5.232322216,8.255723,0.903066933,61.34000015,0.784301162,-0.122146532,0.608808279,UZB,99.4900961,22.29355488,5.081150938,98.63932037,17.98900236,0.851899981,26.94331932,96.20152283,88.59335327,12.6,4.732528736,93.46857671,7.874074074,9.485264133,Low income,6.388321967,68.676,26488250,50.979,49.021
Venezuela,VEN,2006,6.525146008,9.467176437,0.946309865,65.45999908,0.798280835,-0.034786578,0.646170914,VEN,99.3,40.70429809,5.081150938,95.29814911,73.89831736,15.59710026,59.74592972,103.9470291,77.28791809,7,6.7,93.46857671,7.874074074,9.485264133,Upper-middle income,15.22471148,72.938,26850190,12.02,87.98
Vietnam,VNM,2006,5.293659687,8.553801537,0.887664497,64.18000031,0.885792136,-0.00345441,0.750439852,VNM,96,33.33076338,7.418017151,97.44434357,33.84358521,44.49470139,65.65772247,98.12531281,85.87845777,15.3,18.8,93.46857671,7.874074074,9.485264133,Low income,17.25456172,74.295,84617545,72.112,27.888
Zambia,ZMB,2006,4.824454784,7.83403492,0.797664523,46.75999832,0.720971525,-0.008994478,0.78528136,ZMB,23.29265022,22.29355488,9.019572472,82.83577728,99.86573022,89.97689819,62.93905588,113.3967285,85.87845777,12.7760176,62.1,93.46857671,7.874074074,9.485264133,Low income,4.159913394,49.757,12173518,62.605,37.395
Zimbabwe,ZWE,2006,3.826268435,7.459545135,0.821655512,40.40000153,0.431110412,-0.059926417,0.904756904,ZWE,37.2,22.29355488,5.081150938,91.28074342,67.88312014,78.66020203,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,2.4,43.853,12155496,66.074,33.926
Albania,ALB,2007,4.634251595,9.121704102,0.821371615,66.76000214,0.528604746,-0.010428508,0.874699533,ALB,100,23.94817393,2.932682482,96.19241333,97.48251748,32.10039902,54.83866119,96.34562683,82.20059204,8.3,4.732528736,90,15.7,16.4,Lower-middle income,15.03611541,75.646,2970017,51.098,48.902
Argentina,ARG,2007,6.073158264,10.01307106,0.862205565,65.94000244,0.652832627,-0.144076824,0.881057739,ARG,97.38516998,22.21114752,5.081150938,99.86782074,29.84220081,7.716599941,64.63762665,118.0511093,91.91613007,3.3,2.6,98,7.874074074,9.485264133,Upper-middle income,25.94663294,74.787,39684303,9.634,90.366
Armenia,ARM,2007,4.881515503,9.156567574,0.75964433,64.08000183,0.605410755,-0.252352089,0.817444861,ARM,99.23002625,28.60069226,4.407360896,102.0697098,31.46829434,7.015200138,34.6598587,113.2876205,96.42764282,6.9,1.6,97,9.9,9.8,Lower-middle income,6.021253397,72.815,2932615,36.261,63.739
Australia,AUS,2007,7.285390854,10.69443417,0.965276182,69.95999908,0.890681982,0.343434006,0.512578487,AUS,100,21.44643093,2.327611289,91.28074342,8.648072467,6.952000141,81.79469299,105.1830521,85.87845777,12.7760176,4.732528736,100,4,4.8,High income,69.45,81.29268293,20827600,15.178,84.822
Azerbaijan,AZE,2007,4.56815958,9.365991592,0.753246784,60.86000061,0.522046328,-0.208600223,0.870909989,AZE,99.56891632,44.61015803,16.69975496,98.13037109,10.82070765,3.788199902,26.05709076,94.77120209,85.87845777,12.7760176,4.732528736,82,7.1,5.5,Lower-middle income,14.54,69.752,8581300,47.21,52.79
Bangladesh,BGD,2007,4.607322216,7.997421265,0.514170706,59.63999939,0.604538321,0.027072242,0.806116879,BGD,46.5,36.31743462,9.106984969,91.28074342,2.415739397,47.51350021,62.93905588,101.6202469,48.30105972,13.9,4.732528736,93.46857671,7.874074074,9.485264133,Low income,1.8,68.648,142660381,71.763,28.237
Belarus,BLR,2007,5.616976261,9.576188087,0.857527673,60.61999893,0.667299509,-0.228082791,0.694849432,BLR,100,29.21934518,8.426752735,96.30975342,0.157089447,7.273600101,105.5483398,101.7897263,85.87845777,12.7760176,0.1,93.46857671,7.874074074,9.485264133,Upper-middle income,19.7,70.20731707,9560953,26.727,73.273
Belgium,BEL,2007,7.218839645,10.79118156,0.921602786,68.72000122,0.900870383,0.065253459,0.721093476,BEL,100,28.77786884,1.8230563,91.28074342,3.982725528,3.337899923,118.0152206,101.5342178,159.514267,12.7760176,0.2,100,6.7,8.4,High income,64.44,79.78292683,10625700,2.495,97.505
Belize,BLZ,2007,6.450644493,9.191672325,0.87226665,64.30000305,0.705305934,0.00844966,0.768984437,BLZ,85.20799255,12.91370457,5.081150938,98.99469757,82.2754469,32.31069946,32.02442169,113.1168289,75.31014252,6.6,4.732528736,92,5.9,13,Upper-middle income,24.6,70.636,299031,54.721,45.279
Bolivia,BOL,2007,5.628419399,8.697794914,0.796136498,61.09999847,0.779935241,-0.000725256,0.816993952,BOL,80.156567,28.63604221,8.705609236,91.28074342,41.69863969,20.59729958,50.58868027,112.3887634,85.63527679,23.9,12.4,85,4.5,6,Lower-middle income,10.49924432,66.395,9558438,34.918,65.082
Bosnia and Herzegovina,BIH,2007,4.899806976,9.19063282,0.76560384,67,0.341565669,0.00848286,0.92612499,BIH,99.7,12.52196731,1.500777106,91.28074342,33.95281738,14.84039974,62.93905588,103.8314319,85.87845777,12.7760176,0.1,97,26.7,32.9,Lower-middle income,27.92,75.498,3762791,55.399,44.601
Brazil,BRA,2007,6.320672989,9.511839867,0.886402428,63.41999817,0.776644826,-0.019236436,0.72803849,BRA,98.125382,19.34636623,3.641272991,91.28074342,88.21467965,47.3348999,53.72423935,128.1797943,95.16999817,5.6,6.7,93.46857671,7.874074074,9.485264133,Upper-middle income,30.88,72.618,190130445,16.552,83.448
Bulgaria,BGR,2007,3.843797922,9.746398926,0.831507623,64.77999878,0.5657866,-0.143415853,0.976061046,BGR,100,9.699146654,8.40253419,101.33284,6.802990428,8.837400436,85.03929901,106.8442688,90.23805237,4.6,1.8,100,6.5,7.3,Upper-middle income,33.64,72.66341463,7545338,28.722,71.278
Burkina Faso,BFA,2007,4.017130375,7.337188244,0.770785034,49.88000107,0.582292378,-0.058656864,0.832764924,BFA,12.18161964,10.16890241,-0.230627306,34.97426987,18.1372549,82.42880249,2.997169971,67.6690979,16.16699028,16,4.732528736,93.46857671,7.874074074,9.485264133,Low income,0.75,54.841,14252029,77.004,22.996
Cambodia,KHM,2007,4.15597105,7.826251507,0.675132096,57.97999954,0.818699539,0.113903776,0.878507555,KHM,35.08600998,19.21501501,7.66839343,90.73403168,4.557640751,69.36959839,12.40493965,127.8486023,42.69073868,14.8,4.732528736,62,1.3,1.2,Low income,0.49,64.697,13679953,80.587,19.413
Cameroon,CMR,2007,4.349939346,8.104486465,0.717394173,48.27999878,0.643883944,-0.03891449,0.910349727,CMR,48.2,19.86815277,0.921402246,54.11949158,74.82357429,80.71640015,19.24242973,104.2417526,32.35641861,12.6,31.8,61,2.6,3.5,Lower-middle income,2.93,53.681,18730283,50.254,49.746
Canada,CAN,2007,7.481752872,10.73396969,0.814506296,70.62000275,0.930341303,0.245596439,0.405608416,CAN,100,24.40431956,2.138383993,91.28074342,60.29627226,21.84149933,62.93905588,98.96647644,101.9034882,12.7760176,0.2,99,6.4,5.7,High income,73.2,80.54390244,32889025,19.604,80.396
Central African Republic,CAF,2007,4.160129547,6.945773602,0.532296896,41.47999954,0.662871003,0.082949884,0.782130718,CAF,8.40559864,22.29355488,0.959917619,91.28074342,85.0931677,82.32279968,3.150029898,72.96401978,85.87845777,35.7,4.732528736,93.46857671,7.874074074,9.485264133,Low income,0.375815961,45.636,4198004,61.661,38.339
Chad,TCD,2007,4.141326904,7.367519379,0.478950858,47.45999908,0.294611782,-0.013499532,0.873609602,TCD,5.599637032,22.29355488,-8.97473962,91.28074342,0,82.77459717,62.93905588,69.78533173,18.50139999,39.2,4.732528736,93.46857671,7.874074074,9.485264133,Low income,0.847224521,49.335,10818031,78.132,21.868
Chile,CHL,2007,5.697929859,9.910489082,0.814620972,67.95999908,0.66190511,0.238680527,0.722670555,CHL,98.22052002,25.22465667,4.407799384,91.28074342,44.15559999,30.46479988,84.01844025,106.7814789,92.08820343,3.1,4.732528736,98,7,10.9,Upper-middle income,35.9,78.099,16530201,13.1,86.9
China,CHN,2007,4.86286211,8.823967934,0.810852408,65.91999817,0.738455519,-0.178882852,0.750439852,CHN,98.71140289,50.27522182,4.816767674,93.34789276,15.26334714,14.88370037,44.7893219,100.7070465,76.78765869,5,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,16,73.553,1317885000,54.801,45.199
Colombia,COL,2007,6.138411522,9.33012867,0.893706799,66.54000092,0.785865963,-0.043440264,0.85976088,COL,96.06945801,18.68823557,5.545141282,112.7317276,81.53339128,30.4218998,42.36822128,123.1524734,89.21082306,11,4.732528736,94,8.3,13.1,Lower-middle income,21.8,74.732,43737512,23.184,76.816
Costa Rica,CRI,2007,7.432132244,9.671673775,0.917678237,68.72000122,0.922735691,0.091504224,0.819655001,CRI,99.217998,17.11700581,9.357244564,92.70088959,92.02209945,41.1853981,62.93905588,113.6890335,89.83688354,3.8,1.8,97,3.2,6.8,Upper-middle income,28.4,78.362,4404626,31.826,68.174
Croatia,HRV,2007,5.820907593,10.17382431,0.909822166,66.94000244,0.662205756,-0.09655869,0.934273541,HRV,100,21.13963128,2.899282756,103.8742065,37.80789159,22.67289925,50.36716843,97.72112274,96.6008606,12.7760176,4.732528736,99,8.8,11.3,Upper-middle income,41.44,75.70560976,4310217,45.349,54.651
Czechia,CZE,2007,6.500194073,10.43282795,0.899779022,67.33999634,0.798949361,-0.067165785,0.927871466,CZE,100,27.82950063,2.853124372,95.59893799,3.88541999,8.322099686,110.1267014,103.1852722,94.9588089,12.7760176,0.1,93.46857671,4.2,6.7,High income,51.93,76.72439024,10298828,26.537,73.463
Denmark,DNK,2007,7.834233284,10.88872623,0.954201102,68.73999786,0.932086229,0.235808134,0.206005678,DNK,100,26.74065401,1.693265862,101.7559204,26.21070302,17.68000031,95.66291809,100.0146713,118.758873,12.7760176,0,100,3.5,4.2,High income,85.03,78.19512195,5461438,13.707,86.293
Dominican Republic,DOM,2007,5.081305981,9.365398407,0.847544849,65.12000275,0.886246681,-0.010273828,0.771574259,DOM,96.876342,22.69907988,6.143566552,92.68309784,14.13065193,18.03420067,35.06594849,113.7290497,80.1211319,16.2,4.4,93.46857671,7.874074074,9.485264133,Lower-middle income,17.66,71.304,9338856,29.98,70.02
Ecuador,ECU,2007,4.995875359,9.193846703,0.838859499,64.77999878,0.669843376,-0.066260122,0.829651475,ECU,96.812618,26.79439801,2.27618478,99.12251282,56.54165649,15.87699986,92.20446777,110.0121078,65.84909058,22.1,8.5,93.46857671,7.874074074,9.485264133,Lower-middle income,10.8,74.514,14296554,37.896,62.104
Egypt,EGY,2007,5.540510654,9.085371971,0.685863256,61.52000046,0.609076858,-0.119832203,0.750439852,EGY,98.5062561,23.5552982,9.318969058,90.92532349,13.05932278,5.836100101,16.65620041,98.3864975,85.87845777,5.7,4.732528736,98,5.8,18.4,Lower-middle income,16.03,69.788,78232124,56.922,43.078
El Salvador,SLV,2007,5.295535088,8.901626587,0.716827035,64.94000244,0.638936818,-0.018540692,0.785098732,SLV,91.109558,13.64874206,4.578085724,93.26924896,56.20375151,28.24440002,57.19107819,123.4958191,66.74507141,9.7,4.7,86,8.3,3.7,Lower-middle income,6.11,70.542,6105810,37.226,62.774
Estonia,EST,2007,5.332044125,10.34626675,0.895631552,66.05999756,0.712120891,-0.24968648,0.742697179,EST,100,24.3744371,6.601326031,94.75234985,1.18949959,18.54669952,98.2576828,98.90847778,103.2427292,12.7760176,0.4,100,5.4,3.8,High income,66.19,72.81463415,1340680,31.521,68.479
Georgia,GEO,2007,3.707194567,9.117116928,0.54836905,63.40000153,0.463722527,-0.269574046,0.697340012,GEO,100,11.01225151,9.244897456,98.81681061,81.82909265,36.22259903,56.73366928,103.2273712,100.6181107,4,11.6,95,13.9,12.6,Lower-middle income,8.26,70.765,3860158,45.621,54.379
Germany,DEU,2007,6.416819572,10.76004124,0.925937593,69.94000244,0.800878227,0.162688553,0.792179406,DEU,100,28.26574014,2.298341797,103.5369797,13.93800806,10.46510029,62.93905588,104.7863388,102.2422867,12.7760176,0,100,8.5,8.8,High income,75.16,79.53414634,82266372,23.622,76.378
Ghana,GHA,2007,5.220148087,8.083511353,0.729647696,52.97999954,0.891153276,0.136071131,0.771188259,GHA,56.97537231,6.743614399,10.73272807,74.65209198,53.4107194,54.53139877,86.87561798,95.58154297,45.33240891,9.4,4.732528736,93.46857671,7.874074074,9.485264133,Low income,3.85,59.741,22963946,51.331,48.669
Greece,GRC,2007,6.646961212,10.53528214,0.808002651,69.76000214,0.575308859,-0.193870589,0.844570935,GRC,100,12.73697433,2.895001475,97.38446045,7.325668543,8.052200317,65.7556076,96.79380035,98.19933319,12.7760176,0.5,100,5.2,12.9,High income,35.88,79.43902439,11048473,24.801,75.199
